"ID","condition","correct","rt"
1,2,1,882.284656360043
1,2,1,1110.63105782223
1,2,1,1099.76981337604
1,2,1,557.392396194049
1,2,1,536.681394582092
1,2,1,590.107789590101
1,2,1,589.671790890764
1,2,1,896.622962388158
1,2,1,571.650783223554
1,2,1,533.902915462435
1,2,0,599.032195771601
1,2,1,544.94678253141
1,2,1,517.397277472564
1,2,1,663.62091262803
1,2,1,429.1167045704
1,2,1,641.266783376336
1,2,1,619.208982708191
1,2,1,596.333064402661
1,2,1,770.838719630079
1,2,1,556.968987801054
1,2,1,698.213149662959
1,2,1,691.110668370867
1,2,1,673.041974610567
1,2,1,635.996623689901
1,2,1,786.678568978
1,2,0,836.971716338702
1,2,1,858.180368572564
1,2,1,689.255739915697
1,2,1,530.31146541358
1,2,1,483.031895309455
1,2,1,560.431693723963
1,2,1,530.791624117645
1,2,1,682.651268144253
1,2,1,647.282816645647
1,2,1,662.444571250267
1,2,1,647.815084466362
1,2,1,817.412067689303
1,2,1,704.73453285732
1,2,1,869.001978175642
1,2,1,817.210919539251
1,2,1,553.917029646929
1,2,1,760.807116631589
1,2,1,669.042992914488
1,2,1,538.249260531734
1,2,1,731.498997234066
1,2,1,494.806456616723
1,2,1,624.982324818224
1,2,1,644.11966367284
1,2,1,657.19525914459
1,2,1,965.030236315453
1,2,1,645.177172175083
1,2,1,689.461756434221
1,2,1,533.981665012214
1,2,1,514.21690036818
1,2,1,589.010589805144
1,2,1,676.995802202271
1,2,1,750.099332772372
1,2,1,903.589281625996
1,2,1,832.370756891702
1,2,1,830.223878617029
1,2,1,668.542425196076
1,2,1,878.629174761578
1,2,1,694.258347809644
1,2,1,971.814299353871
1,2,1,492.44068032313
1,2,1,515.802525814568
1,2,1,470.420149157147
1,2,1,683.323383154692
1,2,1,853.361235835505
1,2,0,662.073424595185
1,2,0,716.892085613284
1,2,1,557.465841615828
1,2,1,784.513932740015
1,2,1,599.99461006604
1,2,1,516.274907499271
1,2,1,729.155193672913
1,2,1,586.465559966012
1,2,1,669.708024612165
1,2,1,1074.75698955834
1,2,1,593.277374627078
1,2,1,504.585806929833
1,2,1,652.020138974945
1,2,1,902.802590637128
1,2,1,562.524342038511
1,2,1,659.632474651773
1,2,1,823.117119312728
1,2,1,766.807226650407
1,2,1,588.995515953138
1,2,1,550.573684055823
1,2,1,1125.02588415988
1,2,1,944.539002537958
1,2,1,521.973330594688
1,2,1,722.686007551308
1,2,1,1214.23028926724
1,2,1,694.828392750373
1,2,0,530.804488230502
1,2,1,638.346549461603
1,2,1,969.14574404865
1,2,1,629.975475963166
1,2,1,866.005745234324
1,2,1,594.455488118243
1,2,1,721.763707156056
1,2,1,899.930049633283
1,2,1,1446.67962815198
1,2,1,487.988673958125
1,2,1,507.390918183635
1,2,1,544.897636518375
1,2,1,633.029097331205
1,2,1,899.493993383459
1,2,1,749.148873444213
1,2,1,654.486748679483
1,2,1,601.645909228408
1,2,1,739.302026279813
1,2,1,827.832033546749
1,2,1,597.545809736622
1,2,1,567.812511034761
1,2,1,592.620088040464
1,2,1,517.70150993313
1,2,1,948.802911660646
1,2,1,633.652282218906
1,2,1,578.053352387594
1,2,1,535.987831058044
1,2,1,560.394662750614
1,2,1,796.418917625418
1,2,1,628.974501347387
1,2,1,565.4011671566
1,2,1,528.035672201258
1,2,1,742.348378775503
1,2,1,634.222445225508
1,2,1,559.632561692429
1,2,1,888.52652071586
1,2,1,679.728690942015
1,2,1,572.822163705024
1,2,1,1110.61118266026
1,2,1,620.997673690507
1,2,1,534.558597921747
1,2,1,943.250793464333
1,2,1,682.151131507035
1,2,1,1316.31467811813
1,2,1,573.185421025312
1,2,1,707.117564333902
1,2,1,628.448818881923
1,2,1,839.263136455333
1,2,1,896.387629845334
1,2,1,659.1362039822
1,2,1,1237.07918596089
1,2,1,643.486093823118
1,2,1,626.549559860194
1,2,1,683.045321166329
1,2,1,589.402599442335
1,2,1,661.152019374745
1,2,1,740.123800207216
1,2,1,756.386375634358
1,2,1,682.093829770267
1,2,1,561.17117787737
1,2,1,616.540851017929
1,2,1,487.885774153063
1,2,1,750.100238717342
1,2,1,605.40172445384
1,2,1,561.022566665254
1,2,1,719.235890130911
1,2,0,798.017273034738
1,2,1,670.294808161122
1,2,1,1019.90491308632
1,2,1,1128.37986975479
1,2,1,733.833686447501
1,2,1,619.7005792757
1,2,1,740.890459540917
1,2,1,578.178006100885
1,2,1,564.366988681091
1,2,1,775.284766586162
1,2,1,539.017341227807
1,2,1,675.616119758144
1,2,1,556.838572522271
1,2,1,638.882954293116
1,2,1,988.194550552071
1,2,1,729.335840142924
1,2,1,721.005319096997
1,2,1,564.488209845029
1,2,1,913.42208110211
1,2,1,1126.91955440191
1,2,1,766.922003888804
1,2,1,541.877418338594
1,2,1,669.013350172003
1,2,1,738.172791396014
1,2,1,584.657327857557
1,2,1,941.261355296148
1,2,1,591.787052503877
1,2,1,957.536959467292
1,2,1,606.952141275919
1,2,1,575.063754666089
1,2,1,566.571831912277
1,2,1,667.185205888772
1,2,1,908.342273315365
1,2,1,705.461603046354
1,2,1,686.317885275021
1,2,1,897.02917543723
1,2,1,863.298899909284
1,2,1,543.781602267799
1,2,1,802.995376459936
1,2,1,930.931359422043
1,2,1,1077.08788935485
1,2,1,722.619004545936
1,2,1,509.779851783301
1,2,1,623.33240013058
1,2,1,606.899319106739
1,2,1,511.216659275311
1,2,1,636.893113035061
1,2,1,721.516548923369
1,2,1,565.557379184403
1,2,1,591.654475679238
1,2,1,692.057728521055
1,2,1,849.52879125197
1,2,1,730.490479750694
1,2,1,761.60073022724
1,2,1,572.743415054063
1,2,1,894.045080899451
1,2,1,1262.61184687779
1,2,1,558.3796695798
1,2,1,521.820466963976
1,2,1,490.875847341562
1,2,1,697.037217388055
1,2,1,537.285418964982
1,2,1,658.587343061221
1,2,1,753.669533386227
1,2,1,633.067422122051
1,2,1,934.391245387438
1,2,0,759.206604344025
1,2,1,587.425332912785
1,2,1,970.06328512397
1,2,1,534.782871688845
1,2,1,564.37660720282
1,2,1,844.041369315432
1,2,1,958.097975256263
1,2,1,464.887879591391
1,2,1,551.987339366388
1,2,1,1134.01817929168
1,2,1,1088.56310787354
1,2,1,644.198231932571
1,2,1,687.509343768659
1,2,1,661.3330714295
1,2,1,812.987572112003
1,2,1,706.320030342842
1,2,1,1439.00860709283
1,2,1,783.19432205285
1,2,1,746.891137611982
1,2,1,635.330628541314
1,2,1,1851.33914714726
1,2,1,535.139578222692
1,2,1,550.178029764707
1,2,1,723.892734509976
1,2,1,937.558317096649
1,2,1,641.164368813731
1,2,1,1114.55006706406
1,2,0,749.790245060135
1,2,0,1348.22196885996
1,2,1,646.010928524197
1,2,1,748.0480865507
1,2,1,515.910250747258
1,2,1,525.489095685885
1,2,1,542.381816977946
1,2,1,844.107266411688
1,2,1,865.158105574653
1,2,1,679.757390638728
1,2,1,646.652980644159
1,2,1,448.56878211515
1,2,1,446.793292987842
1,2,1,820.957583601663
1,2,1,1046.08436918577
1,2,1,696.859068660258
1,2,1,757.57205001795
1,2,0,566.867179634803
1,2,0,925.819768203869
1,2,1,1150.74239573634
1,2,1,570.529549132751
1,2,1,667.131041092782
1,2,1,968.880573869751
1,2,1,586.375619769237
1,2,1,668.431791124318
1,2,1,1007.37259671422
1,2,1,471.564382652877
1,2,0,645.548198514935
1,2,1,881.220582859547
1,2,1,729.977111911953
1,2,1,655.145366790351
1,2,1,1155.38245011741
1,2,1,1047.63972424231
1,2,1,534.994994874416
1,2,1,700.246837637095
1,2,1,891.90236561054
1,2,0,593.364345992416
1,2,1,1197.98618332542
1,2,1,688.12651572182
1,2,1,685.998275997905
1,2,1,623.114338978658
1,2,1,507.631455389644
1,2,1,634.290813168197
1,2,1,950.042668911732
1,2,1,741.331824622123
1,2,1,564.443066014838
1,2,1,453.651537956984
1,2,0,762.597056491823
1,2,1,893.258361166408
1,2,1,832.383716340981
1,2,1,712.141820142737
1,2,1,631.388277830102
1,2,1,939.938034030604
1,2,1,811.256968975406
1,2,1,545.165405035678
1,2,1,613.776757180515
1,2,1,918.671900078793
1,2,1,625.010411389069
1,2,1,603.133549805783
1,2,1,575.54513096837
1,2,1,631.901378551613
1,2,1,700.212466282673
1,2,1,828.310444746922
1,2,0,534.261593397244
1,2,1,557.024840428933
1,2,1,834.282904540283
1,2,1,635.79864484566
1,2,1,537.44214737837
1,2,0,756.33594467563
1,2,0,1038.66901151284
1,2,1,1103.66235589269
1,2,1,760.267850862286
1,2,1,986.441560131559
1,2,1,871.976415074816
1,2,1,789.746928288364
1,2,1,851.419583357392
1,2,1,907.54727660751
1,2,1,617.291678786891
1,2,1,877.358624523386
1,2,1,869.849181290812
1,2,1,503.915982535251
1,2,1,971.958126412375
1,2,1,509.850406529291
1,2,1,670.713961216307
1,2,1,703.119474969487
1,2,1,536.810459121024
1,2,1,1077.82125118742
1,2,1,476.138078902118
1,2,1,857.243595920585
1,2,1,789.037470948592
1,2,1,729.832937837622
1,2,1,560.376757078857
1,2,1,791.969193710175
1,2,1,791.905230820179
1,2,1,2264.7696791254
1,2,1,782.26344990283
1,2,1,849.73821940528
1,2,1,656.74958728922
1,2,1,752.811390377192
1,2,1,751.07334106606
1,2,1,586.203449422776
1,2,1,1107.12533588765
1,2,1,463.891116704002
1,2,1,575.113437363396
1,2,1,690.430972434546
1,2,1,463.950651999091
1,2,1,775.20232745057
1,2,1,762.451082056459
1,2,1,759.396446656681
1,2,1,2399.99539108876
1,2,1,549.168438588106
1,2,1,786.919961608018
1,2,1,619.52705525952
1,2,1,677.421106089317
1,2,1,584.076398307542
1,2,1,697.506777214154
1,2,1,614.220520033935
1,2,1,645.820583679211
1,2,1,754.720780197005
1,2,1,559.429909431104
1,2,1,707.759636641686
1,2,1,731.309922467091
1,2,1,583.447344983437
1,2,1,581.968035109211
2,1,1,483.350792796237
2,1,1,787.423002601181
2,1,1,496.075532790223
2,1,1,515.174904991987
2,1,0,531.537742374221
2,1,1,696.011451137341
2,1,1,855.032201608826
2,1,1,684.653810040024
2,1,1,513.905805590551
2,1,1,656.38260421073
2,1,1,547.7470034934
2,1,1,577.088813348258
2,1,1,685.031450392218
2,1,1,514.919839979197
2,1,1,628.489275515207
2,1,1,573.883133670173
2,1,1,423.920868613597
2,1,1,629.330226932737
2,1,1,637.814029498672
2,1,1,522.799640075047
2,1,1,586.592856063564
2,1,1,501.86438108092
2,1,1,487.252193645706
2,1,1,484.049014530997
2,1,0,565.28836075422
2,1,1,648.636775141066
2,1,1,893.935881935314
2,1,0,443.361572222903
2,1,1,483.185192255503
2,1,1,493.490730882556
2,1,1,385.769342422368
2,1,1,689.375611195496
2,1,0,455.835483104334
2,1,1,575.717232574855
2,1,1,683.005340070225
2,1,1,476.831346007672
2,1,1,576.327102261733
2,1,1,372.605757029226
2,1,1,554.526296848823
2,1,1,630.903957085636
2,1,1,393.695358097986
2,1,1,590.899832074344
2,1,1,657.433464223623
2,1,1,689.577506981426
2,1,1,641.995545125742
2,1,1,481.27175132215
2,1,1,665.902645965336
2,1,0,853.397017638581
2,1,1,888.092277064983
2,1,1,841.974034900869
2,1,1,614.255454419707
2,1,0,657.911364395253
2,1,0,445.847449896906
2,1,1,550.90122878927
2,1,1,571.669876410643
2,1,1,611.190829955124
2,1,1,452.071506875456
2,1,1,580.28584741785
2,1,1,511.051527196409
2,1,1,533.607619351133
2,1,1,603.641968115632
2,1,1,657.71022099087
2,1,1,393.952716206645
2,1,1,580.039588346875
2,1,1,708.843869502795
2,1,1,500.727374995607
2,1,1,633.90844092021
2,1,1,509.973747974273
2,1,1,437.245797033021
2,1,1,695.674845004166
2,1,1,447.907918897057
2,1,1,382.032462049183
2,1,1,739.541880646097
2,1,1,615.207994603848
2,1,1,433.769549616459
2,1,1,509.693957427385
2,1,1,439.24068431553
2,1,1,410.331917004308
2,1,1,686.833925958896
2,1,1,544.319720998307
2,1,1,845.235624258614
2,1,1,639.355601874953
2,1,1,569.883514552851
2,1,1,508.586716569566
2,1,1,1962.95556863235
2,1,1,626.540515096764
2,1,1,781.202165928328
2,1,1,479.110347023532
2,1,1,667.326089281126
2,1,1,623.971695772286
2,1,1,668.623311529204
2,1,0,454.69561955175
2,1,1,983.75797523378
2,1,1,621.322397283546
2,1,1,577.527746643159
2,1,1,539.129528895438
2,1,1,703.270964151621
2,1,1,460.638259971264
2,1,1,689.105803154746
2,1,0,505.482315926007
2,1,1,650.489624562462
2,1,1,692.462845575691
2,1,1,599.568183911984
2,1,1,745.844117464092
2,1,1,814.638960322328
2,1,1,596.340736038924
2,1,1,607.695509122099
2,1,1,399.573694449025
2,1,1,593.75800585289
2,1,1,436.280250420491
2,1,1,681.131586638149
2,1,1,483.715490845617
2,1,1,439.52540763685
2,1,1,550.761012800603
2,1,1,537.48899649127
2,1,1,490.577281037838
2,1,1,563.484156607778
2,1,1,588.129708180543
2,1,1,1404.64900865368
2,1,1,512.560236125603
2,1,1,565.064081915781
2,1,1,885.112908956457
2,1,1,640.587021467679
2,1,1,515.12337184526
2,1,1,655.514132620526
2,1,1,573.230679328226
2,1,0,546.394584167868
2,1,1,545.181985173309
2,1,1,1079.35878988361
2,1,1,703.471267419333
2,1,1,514.613836622678
2,1,1,634.361569702951
2,1,1,554.037084346245
2,1,1,377.639991427311
2,1,1,723.279973812162
2,1,1,617.487541732483
2,1,1,713.844013153187
2,1,1,708.693183766512
2,1,1,1030.04989867521
2,1,1,803.200712892761
2,1,1,817.535595744411
2,1,1,868.995272580326
2,1,1,665.760983090313
2,1,1,845.414176091548
2,1,1,457.070608178816
2,1,1,574.423800099241
2,1,1,790.511514595516
2,1,1,652.308340114149
2,1,1,571.438436941969
2,1,1,553.656461332732
2,1,1,456.494907096088
2,1,1,681.401465196062
2,1,1,509.897781911831
2,1,1,612.09912560435
2,1,1,396.392733828333
2,1,1,403.414672310108
2,1,1,468.82565437805
2,1,1,445.089024628609
2,1,1,765.301994994346
2,1,1,768.85196546391
2,1,0,685.829497372756
2,1,1,792.584589086455
2,1,1,759.11234080594
2,1,1,594.038421432563
2,1,1,533.990990331259
2,1,0,599.513390470175
2,1,1,526.615602448133
2,1,1,634.001494690735
2,1,0,572.905268218241
2,1,1,714.814105019444
2,1,1,746.370460695113
2,1,1,488.06497730488
2,1,1,735.126766888666
2,1,1,630.159371600684
2,1,1,1291.42909066732
2,1,1,589.042521437889
2,1,1,454.822258248211
2,1,1,817.547317117142
2,1,1,606.241261336431
2,1,1,396.735517202553
2,1,1,674.118993346923
2,1,1,501.546389881399
2,1,0,508.525538257025
2,1,1,567.794895716236
2,1,1,421.064582965737
2,1,1,527.623135876365
2,1,1,401.455338170599
2,1,1,445.527165783163
2,1,1,588.192557582221
2,1,1,648.396580704546
2,1,0,457.909441710192
2,1,1,450.122992654625
2,1,1,627.994413289363
2,1,1,571.121777360477
2,1,1,433.983567702197
2,1,1,541.454670532697
2,1,1,932.77254774802
2,1,1,447.572807133402
2,1,1,564.336417744752
2,1,0,388.562745820581
2,1,1,512.0595552072
2,1,1,634.288901611097
2,1,1,573.854428554158
2,1,1,556.848549047125
2,1,1,373.25412301093
2,1,1,620.71367280194
2,1,1,552.05081117685
2,1,1,384.886374458926
2,1,1,631.065380279218
2,1,1,558.141421373338
2,1,0,505.654583604992
2,1,0,425.961158318463
2,1,1,571.544373431733
2,1,1,1012.93683570495
2,1,1,496.229857841451
2,1,1,580.034620228727
2,1,1,621.616850243392
2,1,1,493.996447216762
2,1,1,624.593939342697
2,1,0,857.364821193734
2,1,1,655.574561461244
2,1,1,775.971548674987
2,1,1,634.085905383831
2,1,1,473.719641706538
2,1,1,634.982078915402
2,1,1,438.356738007148
2,1,1,642.79759643205
2,1,1,788.658099349857
2,1,1,615.042644541732
2,1,1,869.198662199145
2,1,1,630.294231115916
2,1,1,782.36692189008
2,1,1,602.531652678896
2,1,1,434.526863897461
2,1,1,887.677797283333
2,1,0,540.345322719937
2,1,1,859.689230838726
2,1,1,553.963743279
2,1,1,599.902426127647
2,1,1,501.569200175999
2,1,1,406.198312963881
2,1,1,418.305991988644
2,1,1,417.147634906008
2,1,1,533.49485520771
2,1,0,714.32614139102
2,1,1,557.31037303629
2,1,1,504.51190322549
2,1,1,749.904017497297
2,1,1,655.800222969477
2,1,1,411.320280124414
2,1,1,411.640405704614
2,1,1,585.809254323025
2,1,1,475.23741105839
2,1,1,647.219943716023
2,1,1,423.580912462972
2,1,1,398.349149578381
2,1,1,556.405960186368
2,1,1,674.484115505319
2,1,1,675.963790039162
2,1,1,500.231101674289
2,1,1,950.669745011726
2,1,1,482.202357596036
2,1,1,477.362925587685
2,1,1,549.948967158949
2,1,1,555.297032032338
2,1,1,581.327869188969
2,1,1,633.776902302186
2,1,1,573.963325871184
2,1,1,706.75994281969
2,1,1,384.388656556665
